,<PER>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
184,0,0.01726580726272026,2.0345626469548125e-05,-0.00011190094558251354,-1.5259219852159397e-05,0.9969356970078572
185,1,0.9999988775713973,0.0,0.0,0.0,4.991508822858128e-05
186,0,0.13100215920255126,0.0,0.0,0.0,0.09864620421878859
187,0,0.144928400851941,0.0,0.0,0.0,0.06581671246682154
188,0,0.0037464007600557826,2.3894620326615872e-05,-2.6192179973406233e-05,1.2406822092665682e-05,0.9998979582830102
189,0,0.12302820761018443,0.0,0.0,0.0,0.2255033917966198
190,0,0.017943791229238542,2.3290661710491355e-05,-0.00011645330855244792,-7.985369729310689e-05,0.9948439787766225
191,1,0.9999983209245149,0.000497462103733218,-4.9746210373321805e-05,0.000497462103733218,0.0007959393659731489
192,0,0.24018914644649997,0.0006761356669405465,-0.0001609846826048893,0.0006761356669405465,0.09659080956293564
193,1,0.9999982774593487,0.0,0.0,0.0,0.00024530805285400434
194,0,0.00040508130125388794,4.132223992693448e-06,-5.550748646901294e-07,1.2334996993115023e-06,0.9999982062318118
195,0,0.11793848084155484,0.0,0.0,0.0,0.03308232281670542
196,0,0.2508699936135359,0.001223441960640969,0.0,0.001223441960640969,0.06439168213899793
197,0,0.0015249401954810567,5.8395966814935315e-06,-1.4296943599518812e-05,3.0204810421517707e-06,0.9999805903550676
198,0,0.12625020411406646,0.000762073666684512,-0.0008128785777968069,-0.0006350613889037413,0.6350613889037547
199,0,0.00743385278123059,1.73572279748538e-05,-1.7357227974854902e-05,1.4877623978446273e-05,0.9992804105523441
200,0,0.13039627332776169,0.0,0.0,0.0,0.16299534165970211
201,0,0.02629063297937362,0.00012402704554487196,-5.271149435656769e-05,9.302028415865535e-06,0.9953170404975744
202,0,0.14143838595640523,0.0011063890656209266,0.0,0.0011063890656209266,0.4186337005052163
203,0,0.004471131871965083,7.742219691714068e-06,-1.1060313845307074e-05,-7.18920399945004e-06,0.999852371615692
204,0,0.012591622255198331,3.8027638717068046e-05,-1.3421519547198734e-05,2.9079959018935558e-05,0.9976662863418825
205,0,0.16839611164654306,0.0022323149069826548,0.0,0.0017902723511445146,0.7293702171329467
206,1,0.999872065781243,0.005606759247371456,-0.0024918929988317585,-0.0006229732497079396,0.01463987136813658
207,0,0.0032169127130252675,1.9050016066079327e-05,-1.0583342258933126e-05,-1.0583342258933126e-05,0.9999141766239875
208,0,0.13921946883817177,0.0,0.0,0.0,0.03299039545928241
209,0,0.026133207481369557,0.00024485616029868324,-6.225156617762983e-05,0.00019090480294473665,0.9918749544302564
210,1,0.9999889815097884,0.0031722329881005654,0.0,0.0031722329881005654,9.19487822637845e-05
211,0,0.23765800123669503,0.004134239980582061,-0.0005167799975727408,0.002644697634637071,0.33438705725296053
212,0,0.21008518187051375,0.0,0.0,0.0,0.032571346026436236
213,1,0.9999966909729034,0.0012516349094308602,0.0,0.0012516349094308602,0.0005364149611846544
214,1,0.9999984534425551,0.0,-0.00022933114400700724,-0.00022933114400700724,0.00017199835800525543
215,1,0.9999689432517584,0.004567001990311371,-0.0022494188907503767,0.004567001990311371,0.0033400462317202564
216,1,0.9998060917251728,0.006613480557568607,-0.0010534747790817251,0.005618532155102534,0.017557912984695417
217,0,0.11899532752308803,0.0,0.0,0.0,0.16323090195210976
218,0,0.004773523364235996,3.083244618191699e-05,-2.2023175844223623e-06,1.0461008526007444e-05,0.9998521833278626
219,0,0.1399615303181971,0.0003951854973690129,0.0,0.0003951854973690129,0.06586424956150452
220,0,0.13641447766575723,0.0009300987113574158,-0.0002480263230286497,0.0009300987113574158,0.341036194164393
221,0,0.1293478818409662,0.0007585418873896436,0.0,0.0007585418873896436,0.06596016412083947
222,1,0.9999990346425919,4.603623214448908e-05,0.0,4.603623214448908e-05,0.00013810869643346725
223,0,0.12180743562447524,0.00019752557128292569,0.0,0.00019752557128292569,0.0987627856414664
224,0,0.002956447167573909,4.555459448868756e-05,-2.576825546834849e-05,3.6811793526212123e-05,0.9999003416557359
225,0,0.12148667470541091,0.00048789829198959647,0.0,8.131638199827008e-05,0.5692146739878691
226,0,0.0015963920760095843,1.8571953684671045e-06,-6.3675269776018046e-06,-5.306272481336604e-07,0.9999670491075492
227,1,0.9994503108169681,0.007741961094487765,-0.00047399761802986316,0.004950641788311904,0.03181050681000415
228,0,0.2531028099149935,0.0,0.0,0.0,0.032230078939894755
229,0,0.1876949733906904,0.0,-0.003381286206393965,-0.002933433728725899,0.7165639642689207
230,0,0.2674703656921405,0.0,0.0,0.0,0.06409546266286616
231,0,0.2595610852512066,0.0,-0.0038825262660706185,-0.0038825262660706185,0.18939152517417482
232,1,0.999093671857476,0.00914312012515161,-0.0016623854773002928,-0.00033247709546005855,0.04150422408326398
233,0,0.14199521436830304,0.00017940014449565182,-0.0006279005057347549,-0.0006279005057347549,0.4186003371565051
234,1,0.9999979331149598,0.0005664251938344262,0.0,0.0001544795983184799,0.0011843435871083457
235,1,0.9991336714382736,0.025011754435011243,-0.02892580760995575,0.01627673332507411,0.0016229000969282105
236,1,0.9990903434273448,0.012189680846232682,0.0,0.012189680846232682,0.03897916955012048
237,1,0.9999862761980753,0.0005070924321491254,-0.0016226957828772014,5.070924321491254e-05,0.004715959618986867
238,0,0.0058354535899297014,0.00011233840570176004,0.0,7.635501012541473e-05,0.9996362819867544
239,0,0.1260493070707555,0.0,0.0,0.0,0.03304911040135173
240,0,0.11392939272239194,0.000499344512508757,-0.0005781883829048789,-0.0005781883829048789,0.6044696730369122
241,1,0.9999984570134113,0.0,0.0,0.0,5.852393381011361e-05
242,0,0.0004956596441776012,1.9206099874849744e-06,-2.5608133166465904e-06,1.0670055486027354e-06,0.999997600150505
243,0,0.003910278821258385,6.792047580349234e-06,-1.892070397383075e-05,-7.762340091828066e-06,0.9998864330786018
244,1,0.9999684030035891,0.0009224800765715767,-0.0032286802680005183,0.0009224800765715767,0.007010848581943983
245,1,0.9999988305378009,0.0,0.0,0.0,5.095016204910587e-05
246,0,0.279569518469412,0.00328311087633459,-0.002241354540574546,-0.002241354540574546,0.1578418690545461
247,1,0.9999633369544169,0.0006544262676403251,-0.0035993444720217884,0.0006544262676403251,0.007460459451099707
248,0,0.1635113863870512,0.0,-0.0006860617610645562,-0.0006174555849580985,0.7089304864333688
249,1,0.9999892520302059,0.0031342090184145422,0.0,0.0031342090184145422,0.0003090065229422788
250,0,0.13020901660779463,0.0,0.0,0.0,0.03303120664834973
251,0,0.00602364488763828,2.0593657735515505e-05,-1.4587174229323007e-05,1.1154897940071565e-05,0.9996504692448143
252,0,0.012136203620074065,1.2392913981110792e-05,-4.426040707539838e-05,-3.009707681127109e-05,0.9985147836209732
253,1,0.9999809638677359,0.0,-0.004450068977160636,-0.004037175979279752,0.00027526199858725586
254,0,0.01386594345104505,2.5767494388692436e-05,-0.00018340393064893498,-0.00018188819568489237,0.9988693413028737
255,0,0.25883811197411416,0.0,0.0,0.0,0.15879638771418045
256,0,0.2153506204263269,0.0,-0.0006037377218193361,-0.000183746263162433,0.5774882556532412
257,1,0.9999274454318043,0.008405822823439876,0.0,0.008405822823439876,0.0006700293554915842
258,0,0.0440064010307483,0.0002571325602798381,-4.198082616813113e-05,0.00012069487523339797,0.9865494149511902
259,0,0.08057254915575648,0.00016366554774681043,-0.00013093243819745125,-0.00013093243819745125,0.8674274030581137
260,0,0.13817840248611415,0.001394802178527395,-0.00030995603967274833,0.001394802178527395,0.34095164364003044
261,1,0.9982993200049785,0.008324351922442103,-0.0009626801542960255,0.0058893374145168615,0.05736441154716905
262,0,0.12749750422510642,0.0,0.0,0.0,0.3136469968637304
263,1,0.9999917733774932,0.0,-0.0025933396612486856,-0.0025933396612486856,0.00011525954049994159
264,0,0.12395921220230839,0.0,0.0,0.0,0.06600597028876912
265,0,0.009058443153300453,0.00012300504766848348,-1.5375630958559706e-05,8.566422962626651e-05,0.9994160123064275
266,0,0.0050955519482047355,9.904960590463145e-06,-3.3566810889901575e-05,-2.916460618302874e-05,0.9998507440483807
267,1,0.9999988645735881,0.0,0.0,0.0,5.020326645783363e-05
268,1,0.9998439871147062,0.013085152994106387,0.0,0.011755361023160615,0.00021276671535132335
269,1,0.9999026404599508,0.0,-0.005012043310576195,-0.0025561420883938595,0.012680469575757773
270,0,0.033856281500699664,0.0002545585075240567,-0.0001374615940629918,0.00016800861496587535,0.9876870091933435
271,0,0.008919737015478426,5.369930395883753e-05,-9.420930519089019e-07,3.0146977661101597e-05,0.9995607280758989
272,1,0.9977014310480197,0.006583646620269898,-0.008815391237310542,0.0005579361542601608,0.06684075128036727
273,1,0.9999256826943232,0.0011023899252171371,-0.0023788414175738223,0.0,0.011778166043109412
274,0,0.1225343638916479,0.0,0.0,0.0,0.03306377870794601
275,0,0.0029609402407214866,0.0,-7.929226860283104e-06,-4.590605024374448e-06,0.9999172398546415
276,1,0.9978433035183342,0.003087704910319755,-0.010245566293333732,-0.004912257811872337,0.06456110267032214
277,1,0.9999990388771512,0.0,0.0,0.0,9.222531023491204e-05
278,0,0.17198240810027438,0.0002554079234647008,-0.0024844225282475217,-0.0021129200941170513,0.6965670639946309
279,1,0.9999941206134806,0.001279943324561592,-0.0003071863978947821,0.0009215591936843463,0.002611084382105648
280,0,0.0005722628100694196,7.504074929956412e-06,0.0,6.990097195027898e-06,0.9999950810769379
